ORDERNUMBER,PRODUCTCODE,customerID,dateID,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES
10346,S18_1342,496,20041129,42,36.11,3,1516.62
10356,S18_1342,497,20041209,50,50.18,9,2509.0
10369,S18_1342,498,20050120,44,100.0,8,9240.44
10380,S18_1342,499,20050216,27,93.16,13,2515.32
10391,S18_1342,500,20050309,35,100.0,2,5548.9
10422,S18_1342,501,20050530,51,95.55,2,4873.05
10102,S18_1367,502,20030110,41,50.14,1,2055.74
10111,S18_1367,503,20030325,48,49.06,5,2354.88
10126,S18_1367,504,20030528,42,54.99,17,2309.58
10139,S18_1367,505,20030716,49,43.13,6,2113.37
10149,S18_1367,506,20030912,30,58.22,3,1746.6
10162,S18_1367,507,20031018,45,51.21,1,2304.45
10173,S18_1367,508,20031105,48,44.21,5,2122.08
10182,S18_1367,509,20031112,32,54.45,2,1742.4
10193,S18_1367,510,20031121,46,53.37,6,2455.02
10205,S18_1367,511,20031203,48,63.61,1,3053.28
10215,S18_1367,512,20040129,33,43.13,9,1423.29
10227,S18_1367,513,20040302,31,48.52,2,1504.12
10244,S18_1367,514,20040429,20,58.22,6,1164.4
10256,S18_1367,515,20040608,29,51.75,1,1500.75
10280,S18_1367,516,20040817,27,57.68,8,1557.36
10289,S18_1367,517,20040903,24,56.07,1,1345.68
10304,S18_1367,518,20041011,37,48.52,12,1795.24
10312,S18_1367,519,20041021,25,44.21,9,1105.25
10322,S18_1367,520,20041104,41,57.68,5,2364.88
10332,S18_1367,521,20041117,27,89.89,16,2427.03
10347,S18_1367,522,20041129,21,58.95,7,1237.95
10356,S18_1367,523,20041209,22,72.41,6,1593.02
10369,S18_1367,524,20050120,32,98.63,7,3156.16
10381,S18_1367,525,20050217,25,52.83,9,1320.75
10391,S18_1367,526,20050309,42,100.0,3,4998.0
10422,S18_1367,527,20050530,25,51.75,1,1293.75
10110,S18_1589,528,20030318,37,100.0,16,5433.08
10123,S18_1589,529,20030520,26,100.0,2,3073.72
10137,S18_1589,530,20030710,44,99.55,2,4380.2
10148,S18_1589,531,20030911,47,100.0,9,5848.68
10161,S18_1589,532,20031017,43,100.0,8,6153.73
10172,S18_1589,533,20031105,42,100.0,6,4965.24
10181,S18_1589,534,20031112,42,100.0,2,5435.64
10192,S18_1589,535,20031120,29,100.0,7,4258.36
10204,S18_1589,536,20031202,40,100.0,13,4032.0
10212,S18_1589,537,20040116,38,100.0,6,4492.36
10226,S18_1589,538,20040226,38,100.0,4,4161.38
10241,S18_1589,539,20040413,21,100.0,11,2508.66
10253,S18_1589,540,20040601,24,100.0,1,3374.88
10266,S18_1589,541,20040706,36,100.0,2,5196.6
10278,S18_1589,542,20040806,23,100.0,2,2604.52
10288,S18_1589,543,20040901,20,100.0,14,2936.8
10301,S18_1589,544,20031005,32,100.0,4,3424.64
10311,S18_1589,545,20041016,29,100.0,9,2923.2
10321,S18_1589,546,20041104,44,100.0,6,4489.76
10331,S18_1589,547,20041117,44,100.0,14,4849.24
10343,S18_1589,548,20041124,36,100.0,4,5848.92
10367,S18_1589,549,20050112,49,56.3,1,2758.7
10378,S18_1589,550,20050210,34,42.64,5,1449.76
10407,S18_1589,551,20050422,59,100.0,11,7048.14
10419,S18_1589,552,20050517,37,100.0,1,5202.94
10106,S18_1662,553,20030217,36,100.0,12,5279.4
10119,S18_1662,554,20030428,43,100.0,3,6916.12
10131,S18_1662,555,20030616,21,100.0,4,2781.66
10143,S18_1662,556,20030810,32,100.0,7,5248.0
10155,S18_1662,557,20031006,38,100.0,5,6531.44
10167,S18_1662,558,20031023,43,100.0,1,5763.72
10178,S18_1662,559,20031108,42,100.0,4,6490.68
10186,S18_1662,560,20031114,32,100.0,1,6004.8
10198,S18_1662,561,20031127,42,100.0,4,7483.98
10210,S18_1662,562,20040112,31,100.0,17,5719.5
10222,S18_1662,563,20040219,49,100.0,4,6954.08
10250,S18_1662,564,20040511,45,100.0,14,8160.3
10262,S18_1662,565,20040624,49,100.0,9,6567.96
10274,S18_1662,566,20040721,41,100.0,1,6724.0
10284,S18_1662,567,20040821,45,100.0,11,5747.85
10296,S18_1662,568,20040915,36,100.0,7,5676.84
10307,S18_1662,569,20041014,39,100.0,1,7379.97
10316,S18_1662,570,20041101,27,100.0,9,3704.13
10327,S18_1662,571,20041110,25,100.0,6,2804.75
10338,S18_1662,572,20041122,41,100.0,1,5624.79
10351,S18_1662,573,20041203,39,99.52,1,3881.28
10373,S18_1662,574,20050131,28,57.55,4,1611.4
10386,S18_1662,575,20050301,25,54.57,7,1364.25
10398,S18_1662,576,20050330,33,100.0,11,4215.09
10400,S18_1662,577,20050401,34,100.0,1,6433.82
10416,S18_1662,578,20050510,24,100.0,14,4352.16
10100,S18_1749,579,20030106,30,100.0,3,5151.0
10110,S18_1749,580,20030318,42,100.0,7,6069.0
10124,S18_1749,581,20030521,21,100.0,6,2856.0
10149,S18_1749,582,20030912,34,100.0,11,5375.4
10162,S18_1749,583,20031018,29,100.0,9,5176.5
10173,S18_1749,584,20031105,24,100.0,13,3508.8
10182,S18_1749,585,20031112,44,100.0,10,7554.8
10193,S18_1749,586,20031121,21,100.0,14,3141.6
10204,S18_1749,587,20031202,33,100.0,4,5890.5
10214,S18_1749,588,20040126,30,100.0,7,5967.0
10227,S18_1749,589,20040302,26,100.0,10,3712.8
10241,S18_1749,590,20040413,41,100.0,2,7597.3
10280,S18_1749,591,20040817,26,100.0,16,3668.6
10288,S18_1749,592,20040901,32,100.0,5,5875.2
10302,S18_1749,593,20031006,43,100.0,1,7310.0
10312,S18_1749,594,20041021,48,100.0,17,8078.4
10331,S18_1749,595,20041117,44,74.04,7,3257.76
10344,S18_1749,596,20041125,45,100.0,1,7650.0
10367,S18_1749,597,20050112,37,100.0,3,4703.81
10379,S18_1749,598,20050210,39,100.0,2,5399.55
10407,S18_1749,599,20050422,76,100.0,2,14082.8
10420,S18_1749,600,20050529,37,100.0,5,5283.6
10108,S18_1889,601,20030303,38,82.39,2,3130.82
10122,S18_1889,602,20030508,43,72.38,6,3112.34
10135,S18_1889,603,20030702,48,79.31,3,3806.88
10147,S18_1889,604,20030905,26,82.39,3,2142.14
10160,S18_1889,605,20031011,38,88.55,4,3364.9
10170,S18_1889,606,20031104,20,63.14,2,1262.8
10181,S18_1889,607,20031112,22,73.92,10,1626.24
10192,S18_1889,608,20031120,45,90.86,15,4088.7
10203,S18_1889,609,20031202,45,85.47,4,3846.15
10212,S18_1889,610,20040116,20,66.99,14,1339.8
10225,S18_1889,611,20040222,47,64.68,5,3039.96
10239,S18_1889,612,20040412,46,73.92,4,3400.32
10253,S18_1889,613,20040601,23,83.93,9,1930.39
10266,S18_1889,614,20040706,33,74.69,10,2464.77
10278,S18_1889,615,20040806,29,90.86,10,2634.94
10287,S18_1889,616,20040830,44,82.39,8,3625.16
10300,S18_1889,617,20031004,41,92.4,1,3788.4
10310,S18_1889,618,20041016,20,91.63,6,1832.6
10321,S18_1889,619,20041104,37,78.54,14,2905.98
10329,S18_1889,620,20041115,29,100.0,9,2954.81
10342,S18_1889,621,20041124,55,65.45,1,3599.75
10363,S18_1889,622,20050106,22,100.0,7,3686.54
10377,S18_1889,623,20050209,31,67.76,4,2100.56
10389,S18_1889,624,20050303,49,79.22,3,3881.78
10405,S18_1889,625,20050414,61,73.92,4,4509.12
10419,S18_1889,626,20050517,39,83.93,9,3273.27
10109,S18_1984,627,20030310,38,100.0,3,4432.7
10122,S18_1984,628,20030508,31,100.0,1,4100.99
10136,S18_1984,629,20030704,36,100.0,1,5274.72
10148,S18_1984,630,20030911,25,100.0,12,4232.0
10161,S18_1984,631,20031017,48,100.0,11,6145.44
10171,S18_1984,632,20031105,35,100.0,1,4680.2
10181,S18_1984,633,20031112,21,100.0,5,3286.08
10192,S18_1984,634,20031120,47,100.0,10,7421.3
10204,S18_1984,635,20031202,38,100.0,16,6432.64
10212,S18_1984,636,20040116,41,100.0,9,4840.87
10226,S18_1984,637,20040226,24,100.0,7,3892.08
10240,S18_1984,638,20040413,37,100.0,2,5526.32
10253,S18_1984,639,20040601,33,100.0,4,4459.62
10266,S18_1984,640,20040706,49,100.0,5,6203.4
10278,S18_1984,641,20040806,29,100.0,5,3754.05
10287,S18_1984,642,20040830,24,100.0,3,3516.48
10301,S18_1984,643,20031005,47,100.0,7,7488.04
10310,S18_1984,644,20041016,24,100.0,1,3448.08
10321,S18_1984,645,20041104,25,100.0,9,3734.0
10331,S18_1984,646,20041117,30,32.47,8,974.1
10342,S18_1984,647,20041124,22,100.0,3,3160.74
10356,S18_1984,648,20041209,27,64.69,2,1746.63
10366,S18_1984,649,20050110,34,100.0,3,4207.84
10377,S18_1984,650,20050209,36,100.0,6,4352.76
10390,S18_1984,651,20050304,34,43.05,15,1463.7
10406,S18_1984,652,20050415,48,100.0,2,7169.28
10419,S18_1984,653,20050517,34,100.0,4,4594.76
10104,S18_2238,654,20030131,24,100.0,8,3457.92
10115,S18_2238,655,20030404,46,100.0,4,7381.16
10127,S18_2238,656,20030603,45,100.0,10,7146.9
10141,S18_2238,657,20030801,39,100.0,4,5938.53
10151,S18_2238,658,20030921,43,100.0,2,7110.91
10165,S18_2238,659,20031022,29,100.0,11,5032.95
10176,S18_2238,660,20031106,20,100.0,10,3667.6
10184,S18_2238,661,20031114,46,100.0,5,7381.16
10195,S18_2238,662,20031125,27,100.0,5,5128.11
10207,S18_2238,663,20031209,44,100.0,6,7060.24
10219,S18_2238,664,20040210,43,100.0,1,8448.64
10230,S18_2238,665,20040315,49,100.0,8,7300.51
10246,S18_2238,666,20040505,40,100.0,4,6549.2
10259,S18_2238,667,20040615,30,100.0,3,5697.9
10271,S18_2238,668,20040720,50,100.0,4,9169.0
10282,S18_2238,669,20040820,23,100.0,13,3238.63
10292,S18_2238,670,20040908,26,100.0,7,4554.94
10305,S18_2238,671,20041013,27,100.0,4,3934.44
10314,S18_2238,672,20041022,42,100.0,13,5776.26
10324,S18_2238,673,20041105,47,100.0,8,7207.45
10336,S18_2238,674,20041120,49,100.0,6,7460.74
10349,S18_2238,675,20041201,38,100.0,8,6719.54
10358,S18_2238,676,20041210,20,100.0,10,2428.0
10371,S18_2238,677,20050123,25,100.0,7,2602.25
10382,S18_2238,678,20050217,25,88.0,5,2200.0
10412,S18_2238,679,20050503,41,100.0,4,6712.93
10425,S18_2238,680,20050531,28,100.0,3,5318.04
10100,S18_2248,681,20030106,50,67.8,2,3390.0
10110,S18_2248,682,20030318,32,50.25,6,1608.0
10124,S18_2248,683,20030521,42,53.88,5,2262.96
10149,S18_2248,684,20030912,24,62.36,10,1496.64
10162,S18_2248,685,20031018,27,69.62,8,1879.74
10173,S18_2248,686,20031105,26,57.51,12,1495.26
10182,S18_2248,687,20031112,38,61.15,9,2323.7
10193,S18_2248,688,20031121,42,59.33,13,2491.86
10204,S18_2248,689,20031202,23,71.44,3,1643.12
10214,S18_2248,690,20040126,21,62.96,6,1322.16
10227,S18_2248,691,20040302,28,50.85,9,1423.8
10241,S18_2248,692,20040413,33,72.65,1,2397.45
10280,S18_2248,693,20040817,25,62.96,15,1574.0
10288,S18_2248,694,20040901,28,61.75,4,1729.0
10303,S18_2248,695,20041006,46,49.04,2,2255.84
10312,S18_2248,696,20041021,30,61.15,16,1834.5
10332,S18_2248,697,20041117,38,84.25,9,3201.5
10344,S18_2248,698,20041125,40,56.91,2,2276.4
10367,S18_2248,699,20050112,45,100.0,4,8884.8
10379,S18_2248,700,20050210,27,49.3,1,1331.1
10407,S18_2248,701,20050422,42,72.65,1,3051.3
10420,S18_2248,702,20050529,36,63.57,4,2288.52
10104,S18_2319,703,20030131,29,100.0,12,3772.61
10114,S18_2319,704,20030401,39,100.0,3,4164.42
10127,S18_2319,705,20030603,45,100.0,14,6295.95
10141,S18_2319,706,20030801,47,100.0,8,6287.66
10151,S18_2319,707,20030921,49,100.0,6,5412.54
10165,S18_2319,708,20031022,46,100.0,15,5984.14
10175,S18_2319,709,20031106,48,100.0,4,5891.04
10184,S18_2319,710,20031114,46,100.0,9,5984.14
10195,S18_2319,711,20031125,35,100.0,9,3608.15
10207,S18_2319,712,20031209,43,100.0,10,5752.54
10229,S18_2319,713,20040311,26,100.0,4,3765.32
10246,S18_2319,714,20040505,22,98.18,8,2159.96
10259,S18_2319,715,20040615,34,99.41,7,3379.94
10271,S18_2319,716,20040720,50,100.0,8,5093.5
10281,S18_2319,717,20040819,48,100.0,4,5773.44
10292,S18_2319,718,20040908,41,100.0,11,4528.86
10305,S18_2319,719,20041013,36,100.0,8,4816.08
10313,S18_2319,720,20041022,29,100.0,2,3416.78
10324,S18_2319,721,20041105,33,37.48,10,1236.84
10334,S18_2319,722,20041119,46,100.0,6,5814.86
10349,S18_2319,723,20041201,38,100.0,7,5223.48
10358,S18_2319,724,20041210,20,36.42,11,728.4
10370,S18_2319,725,20050120,22,100.0,5,3949.0
10383,S18_2319,726,20050222,27,100.0,11,3843.99
10412,S18_2319,727,20050503,56,98.18,8,5498.08
10425,S18_2319,728,20050531,38,99.41,7,3777.58
10101,S18_2325,729,20030109,25,100.0,4,3782.0
10110,S18_2325,730,20030318,33,100.0,4,3859.68
10124,S18_2325,731,20030521,42,100.0,3,4431.84
10149,S18_2325,732,20030912,33,100.0,8,4950.33
10162,S18_2325,733,20031018,38,100.0,6,4299.7
10173,S18_2325,734,20031105,31,100.0,10,4492.83
10182,S18_2325,735,20031112,20,100.0,7,2212.0
10193,S18_2325,736,20031121,44,100.0,11,4642.88
10204,S18_2325,737,20031202,26,100.0,1,3206.32
10214,S18_2325,738,20040126,27,100.0,4,3604.23
10227,S18_2325,739,20040302,46,100.0,7,7017.76
10243,S18_2325,740,20040426,47,100.0,2,6154.18
10280,S18_2325,741,20040817,37,100.0,13,4750.8
10288,S18_2325,742,20040901,31,100.0,2,3822.92
10304,S18_2325,743,20041011,24,100.0,17,2440.8
10312,S18_2325,744,20041021,31,100.0,14,4729.36
10322,S18_2325,745,20041104,50,100.0,6,12536.5
10332,S18_2325,746,20041117,35,64.69,8,2264.15
10344,S18_2325,747,20041125,30,100.0,3,3928.2
10356,S18_2325,748,20041209,29,100.0,3,3630.22
10367,S18_2325,749,20050112,27,100.0,5,4196.07
10380,S18_2325,750,20050216,40,100.0,10,4931.6
10390,S18_2325,751,20050304,31,98.99,16,3068.69
10409,S18_2325,752,20050423,6,100.0,2,785.64
10420,S18_2325,753,20050529,45,100.0,2,4977.0
10103,S18_2432,754,20030129,22,54.09,2,1189.98
10114,S18_2432,755,20030401,45,68.67,6,3090.15
10126,S18_2432,756,20030528,43,65.02,2,2795.86
10140,S18_2432,757,20030724,46,61.99,2,2851.54
10151,S18_2432,758,20030921,39,69.28,9,2701.92
10165,S18_2432,759,20031022,31,71.1,18,2204.1
10175,S18_2432,760,20031106,41,69.28,7,2840.48
10184,S18_2432,761,20031114,44,60.16,12,2647.04
10194,S18_2432,762,20031125,45,70.49,2,3172.05
10207,S18_2432,763,20031209,37,69.89,13,2585.93
10217,S18_2432,764,20040204,35,61.38,2,2148.3
10229,S18_2432,765,20040311,28,59.55,7,1667.4
10246,S18_2432,766,20040505,30,61.99,11,1859.7
10259,S18_2432,767,20040615,30,49.22,10,1476.6
10271,S18_2432,768,20040720,25,69.28,11,1732.0
10281,S18_2432,769,20040819,29,57.73,7,1674.17
10291,S18_2432,770,20040908,26,57.73,2,1500.98
10305,S18_2432,771,20041013,41,53.48,11,2192.68
10313,S18_2432,772,20041022,34,52.87,5,1797.58
10322,S18_2432,773,20041104,35,61.21,11,2142.35
10334,S18_2432,774,20041119,34,61.38,1,2086.92
10347,S18_2432,775,20041129,50,100.0,8,6834.5
10357,S18_2432,776,20041210,41,61.99,7,2541.59
10370,S18_2432,777,20050120,22,96.86,7,2130.92
10381,S18_2432,778,20050217,35,48.62,7,1701.7
10391,S18_2432,779,20050309,44,38.5,5,1694.0
10412,S18_2432,780,20050503,47,61.99,11,2913.53
10425,S18_2432,781,20050531,19,49.22,10,935.18
10106,S18_2581,782,20030217,34,90.39,2,3073.26
10120,S18_2581,783,20030429,29,71.81,8,2082.49
10133,S18_2581,784,20030627,49,69.27,3,3394.23
10145,S18_2581,785,20030825,30,85.32,14,2559.6
10168,S18_2581,786,20031028,21,70.96,9,1490.16
10210,S18_2581,787,20040112,50,76.88,7,3844.0
10223,S18_2581,788,20040220,47,100.0,9,4724.91
10235,S18_2581,789,20040402,24,76.03,3,1824.72
10250,S18_2581,790,20040511,27,98.84,4,2668.68
10263,S18_2581,791,20040628,33,86.17,10,2843.61
10275,S18_2581,792,20040723,35,90.39,9,3163.65
10284,S18_2581,793,20040821,31,71.81,1,2226.11
10297,S18_2581,794,20040916,25,82.79,4,2069.75
10308,S18_2581,795,20041015,27,82.79,7,2235.33
10318,S18_2581,796,20041102,31,100.0,9,3116.43
10327,S18_2581,797,20041110,45,100.0,8,4781.7
10339,S18_2581,798,20041123,27,100.0,2,2810.7
10353,S18_2581,799,20041204,27,100.0,1,3515.67
10374,S18_2581,800,20050202,42,69.27,2,2909.34
10386,S18_2581,801,20050301,21,74.77,18,1570.17
10398,S18_2581,802,20050330,34,76.88,15,2613.92
10401,S18_2581,803,20050403,42,76.03,3,3193.26
10416,S18_2581,804,20050510,15,98.84,4,1482.6
10107,S18_2625,805,20030224,29,70.87,6,2055.23
10120,S18_2625,806,20030429,46,58.15,4,2674.9
10134,S18_2625,807,20030701,30,61.78,6,1853.4
10145,S18_2625,808,20030825,30,49.67,10,1490.1
10159,S18_2625,809,20031010,42,51.48,18,2162.16
10168,S18_2625,810,20031028,46,61.18,5,2814.28
10180,S18_2625,811,20031111,25,64.2,13,1605.0
10188,S18_2625,812,20031118,32,65.42,5,2093.44
10201,S18_2625,813,20031201,30,64.81,6,1944.3
10210,S18_2625,814,20040112,40,49.67,3,1986.8
10223,S18_2625,815,20040220,28,60.57,5,1695.96
10236,S18_2625,816,20040403,23,55.72,2,1281.56
10251,S18_2625,817,20040518,29,61.18,6,1774.22
10263,S18_2625,818,20040628,34,58.75,6,1997.5
10275,S18_2625,819,20040723,37,63.6,5,2353.2
10285,S18_2625,820,20040827,20,49.06,10,981.2
10298,S18_2625,821,20040927,32,48.46,2,1550.72
10308,S18_2625,822,20041015,34,52.09,3,1771.06
10318,S18_2625,823,20041102,42,52.7,5,2213.4
10329,S18_2625,824,20041115,38,100.0,12,5266.04
10339,S18_2625,825,20041123,30,62.16,1,1864.8
10362,S18_2625,826,20050105,23,49.67,3,1142.41
10374,S18_2625,827,20050202,22,53.3,4,1172.6
10389,S18_2625,828,20050303,39,100.0,5,6981.0
10402,S18_2625,829,20050407,55,55.72,2,3064.6
10417,S18_2625,830,20050513,36,61.18,6,2202.48
10101,S18_2795,831,20030109,26,100.0,1,3773.38
10110,S18_2795,832,20030318,31,100.0,1,5074.39
10125,S18_2795,833,20030521,34,100.0,2,6483.46
10139,S18_2795,834,20030716,41,100.0,8,7956.46
10149,S18_2795,835,20030912,23,100.0,5,4230.62
10162,S18_2795,836,20031018,48,100.0,3,7209.12
10173,S18_2795,837,20031105,22,100.0,7,3452.68
10182,S18_2795,838,20031112,21,100.0,4,3047.73
10193,S18_2795,839,20031121,22,100.0,8,3675.32
10205,S18_2795,840,20031203,40,100.0,3,7492.4
10214,S18_2795,841,20040126,50,100.0,1,9534.5
10227,S18_2795,842,20040302,29,100.0,4,5579.02
10244,S18_2795,843,20040429,43,100.0,8,5950.34
10255,S18_2795,844,20040604,24,100.0,1,3726.0
10280,S18_2795,845,20040817,22,100.0,10,4455.0
10289,S18_2795,846,20040903,43,100.0,3,8272.34
10304,S18_2795,847,20041011,20,100.0,14,3577.6
10312,S18_2795,848,20041021,25,100.0,11,3881.25
10322,S18_2795,849,20041104,36,100.0,2,5797.44
10332,S18_2795,850,20041117,24,52.67,1,1264.08
10347,S18_2795,851,20041129,21,100.0,6,4815.3
10356,S18_2795,852,20041209,30,100.0,1,4462.2
10367,S18_2795,853,20050112,32,94.79,7,3033.28
10380,S18_2795,854,20050216,21,47.18,8,990.78
10390,S18_2795,855,20050304,26,78.11,7,2030.86
10421,S18_2795,856,20050529,35,100.0,1,5433.75
10109,S18_2870,857,20030310,26,100.0,1,3157.44
10123,S18_2870,858,20030520,46,100.0,3,5161.2
10137,S18_2870,859,20030710,37,100.0,3,4346.76
10148,S18_2870,860,20030911,27,100.0,10,3528.36
10161,S18_2870,861,20031017,23,100.0,9,3187.8
10172,S18_2870,862,20031105,39,100.0,7,6023.16
10181,S18_2870,863,20031112,27,100.0,3,3884.76
10192,S18_2870,864,20031120,38,100.0,8,4965.84
10204,S18_2870,865,20031202,27,100.0,14,4169.88
10212,S18_2870,866,20040116,40,100.0,7,4910.4
10226,S18_2870,867,20040226,24,100.0,5,3231.36
10241,S18_2870,868,20040413,44,100.0,12,6853.44
10253,S18_2870,869,20040601,37,100.0,2,5177.04
10266,S18_2870,870,20040706,20,100.0,3,2824.8
10278,S18_2870,871,20040806,39,100.0,3,4324.32
10287,S18_2870,872,20040830,44,100.0,1,5052.96
10301,S18_2870,873,20031005,22,100.0,5,3223.44
10311,S18_2870,874,20041016,43,100.0,10,5278.68
10321,S18_2870,875,20041104,27,100.0,7,2851.2
10331,S18_2870,876,20041117,26,64.9,10,1687.4
10343,S18_2870,877,20041124,25,52.32,3,1308.0
10366,S18_2870,878,20050110,49,100.0,2,6144.6
10379,S18_2870,879,20050210,29,100.0,5,5127.2
10407,S18_2870,880,20050422,41,100.0,12,6386.16
10419,S18_2870,881,20050517,55,100.0,2,7695.6
10103,S18_2949,882,20030129,27,83.07,12,2242.89
10112,S18_2949,883,20030324,23,100.0,2,2539.89
10126,S18_2949,884,20030528,31,90.17,12,2795.27
10139,S18_2949,885,20030716,46,100.0,1,5545.76
10150,S18_2949,886,20030919,47,91.18,9,4285.46
10163,S18_2949,887,20031020,31,100.0,2,3329.09
10174,S18_2949,888,20031106,46,100.0,5,5592.22
10183,S18_2949,889,20031113,37,89.15,9,3298.55
10193,S18_2949,890,20031121,28,93.21,1,2609.88
10206,S18_2949,891,20031205,37,90.17,7,3336.29
10215,S18_2949,892,20040129,49,100.0,4,5510.05
10228,S18_2949,893,20040310,24,100.0,3,2504.4
10244,S18_2949,894,20040429,30,100.0,1,3525.6
10257,S18_2949,895,20040614,50,88.14,1,4407.0
10270,S18_2949,896,20040719,31,96.24,10,2983.44
10280,S18_2949,897,20040817,46,100.0,3,5126.24
10291,S18_2949,898,20040908,47,100.0,12,5713.79
10304,S18_2949,899,20041011,46,100.0,7,4613.8
10312,S18_2949,900,20041021,37,100.0,4,3711.1
10322,S18_2949,901,20041104,33,100.0,12,3524.73
10333,S18_2949,902,20041118,31,90.17,5,2795.27
10347,S18_2949,903,20041129,48,100.0,9,4814.4
10357,S18_2949,904,20041210,41,87.13,6,3572.33
10369,S18_2949,905,20050120,42,100.0,1,4581.36
10381,S18_2949,906,20050217,41,100.0,8,4319.76
10391,S18_2949,907,20050309,32,45.25,6,1448.0
10423,S18_2949,908,20050530,10,88.14,1,881.4
10103,S18_2957,909,20030129,35,57.46,14,2011.1
10111,S18_2957,910,20030325,28,64.33,2,1801.24
10126,S18_2957,911,20030528,46,73.7,14,3390.2
10139,S18_2957,912,20030716,20,71.2,3,1424.0
10150,S18_2957,913,20030919,30,49.97,11,1499.1
10163,S18_2957,914,20031020,48,69.96,4,3358.08
10173,S18_2957,915,20031105,28,53.72,2,1504.16
10183,S18_2957,916,20031113,39,68.08,11,2655.12
10193,S18_2957,917,20031121,24,51.84,3,1244.16
10206,S18_2957,918,20031205,28,67.46,9,1888.88
10215,S18_2957,919,20040129,31,58.71,6,1820.01
10228,S18_2957,920,20040310,45,63.71,5,2866.95
10244,S18_2957,921,20040429,24,58.09,3,1394.16
10257,S18_2957,922,20040614,49,53.72,3,2632.28
10269,S18_2957,923,20040716,32,63.08,1,2018.56
10280,S18_2957,924,20040817,43,68.71,5,2954.53
10291,S18_2957,925,20040908,37,50.59,14,1871.83
10304,S18_2957,926,20041011,24,64.96,9,1559.04
10312,S18_2957,927,20041021,35,53.72,6,1880.2
10322,S18_2957,928,20041104,41,29.87,13,1224.67
10332,S18_2957,929,20041117,26,100.0,17,2979.08
10347,S18_2957,930,20041129,34,64.96,10,2208.64
10357,S18_2957,931,20041210,49,70.58,5,3458.42
10369,S18_2957,932,20050120,28,44.21,6,1237.88
10381,S18_2957,933,20050217,40,68.08,4,2723.2
10392,S18_2957,934,20050310,37,59.96,3,2218.52
10423,S18_2957,935,20050530,31,53.72,3,1665.32
10106,S18_3029,936,20030217,41,83.44,18,3421.04
10119,S18_3029,937,20030428,21,89.46,9,1878.66
10130,S18_3029,938,20030616,40,96.34,2,3853.6
10143,S18_3029,939,20030810,46,74.84,13,3442.64
10155,S18_3029,940,20031006,44,79.14,11,3482.16
10167,S18_3029,941,20031023,46,73.12,7,3363.52
10178,S18_3029,942,20031108,41,81.72,10,3350.52
10186,S18_3029,943,20031114,32,89.46,7,2862.72
10197,S18_3029,944,20031126,46,87.74,4,4036.04
10209,S18_3029,945,20040109,28,100.0,6,2817.92
10222,S18_3029,946,20040219,49,94.62,10,4636.38
10248,S18_3029,947,20040507,21,73.98,1,1553.58
10262,S18_3029,948,20040624,32,84.3,15,2697.6
10273,S18_3029,949,20040721,34,98.06,2,3334.04
10283,S18_3029,950,20040820,21,98.06,4,2059.26
10296,S18_3029,951,20040915,21,96.34,13,2023.14
10307,S18_3029,952,20041014,31,83.44,7,2586.64
10316,S18_3029,953,20041101,21,94.62,15,1987.02
10327,S18_3029,954,20041110,25,45.86,5,1146.5
10338,S18_3029,955,20041122,28,82.58,3,2312.24
10350,S18_3029,956,20041202,43,64.97,6,2793.71
10373,S18_3029,957,20050131,22,86.74,5,1908.28
10386,S18_3029,958,20050301,37,93.01,5,3441.37
10398,S18_3029,959,20050330,28,72.26,18,2023.28
10400,S18_3029,960,20050401,30,74.84,7,2245.2
10414,S18_3029,961,20050506,44,73.98,1,3255.12
10103,S18_3136,962,20030129,25,100.0,13,2539.5
10111,S18_3136,963,20030325,43,100.0,1,4818.15
10126,S18_3136,964,20030528,30,97.39,13,2921.7
10139,S18_3136,965,20030716,20,90.06,2,1801.2
10150,S18_3136,966,20030919,26,100.0,10,2804.36
10163,S18_3136,967,20031020,40,100.0,3,4900.8
10173,S18_3136,968,20031105,31,89.01,1,2759.31
10183,S18_3136,969,20031113,22,100.0,10,2488.2
10193,S18_3136,970,20031121,23,100.0,2,2769.89
10206,S18_3136,971,20031205,30,100.0,8,3581.4
10215,S18_3136,972,20040129,49,100.0,5,5285.14
10228,S18_3136,973,20040310,31,100.0,4,3181.53
10244,S18_3136,974,20040429,29,100.0,2,3340.51
10257,S18_3136,975,20040614,37,84.82,2,3138.34
10270,S18_3136,976,20040719,38,100.0,11,4775.08
10280,S18_3136,977,20040817,29,100.0,4,3006.43
10291,S18_3136,978,20040908,23,100.0,13,2866.26
10304,S18_3136,979,20041011,26,85.87,8,2232.62
10312,S18_3136,980,20041021,38,100.0,5,4457.02
10322,S18_3136,981,20041104,48,47.04,7,2257.92
10332,S18_3136,982,20041117,40,39.8,18,1592.0
10347,S18_3136,983,20041129,45,100.0,11,4948.2
10357,S18_3136,984,20041210,44,100.0,4,5160.76
10369,S18_3136,985,20050120,21,94.22,5,1978.62
10381,S18_3136,986,20050217,35,100.0,5,4288.2
10392,S18_3136,987,20050310,29,86.92,2,2520.68
10423,S18_3136,988,20050530,21,84.82,2,1781.22
10105,S18_3140,989,20030211,22,100.0,11,3065.04
10117,S18_3140,990,20030416,26,100.0,5,3551.34
10128,S18_3140,991,20030606,41,100.0,2,5544.02
10142,S18_3140,992,20030808,47,100.0,8,6034.33
10153,S18_3140,993,20030928,31,100.0,7,3641.57
